Job Title,Company,Location,Experience Level,Date,Job Description
Data Scientist,TechGiant,Pune,Senior Level,2025-05-24,"Join TechGiant as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Pandas, Statistics, Scikit-Learn. Knowledge of NLTK, Machine Learning is a plus."
Web Developer,InnovateAI,Delhi,Mid Level,2025-07-19,"Join Infosys as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Node.js, HTML, Flask. Knowledge of Django, JavaScript, React, CSS, Agile is a plus."
Frontend Developer,Amazon,Mumbai,Senior Level,2025-12-13,"Join Infosys as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Sass, TypeScript, JavaScript. Knowledge of Vue, React, Redux, Teamwork is a plus."
Web Developer,Amazon,Bangalore,Mid Level,2025-10-13,"Join TechGiant as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in CSS, JavaScript, Django. Knowledge of Node.js, Flask is a plus."
Web Developer,Infosys,Pune,Mid Level,2026-02-25,"Join InnovateAI as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in HTML, CSS, React. Knowledge of Flask, JavaScript, Django is a plus."
Web Developer,Microsoft,Hyderabad,Senior Level,2025-09-02,"Join InnovateAI as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Django, CSS, JavaScript. Knowledge of Flask, HTML is a plus."
Web Developer,StartupX,Mumbai,Mid Level,2026-03-01,"Join Google as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in HTML, JavaScript, Flask. Knowledge of CSS, Teamwork is a plus."
Frontend Developer,Google,Delhi,Entry Level,2025-05-30,"Join TCS as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, Sass, TypeScript. Knowledge of JavaScript, Vue, React is a plus."
Data Scientist,TechGiant,Bangalore,Entry Level,2025-10-23,"Join StartupX as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Scikit-Learn, NLTK. Knowledge of Statistics, Python, Communication is a plus."
Frontend Developer,Amazon,Mumbai,Mid Level,2025-07-05,"Join InnovateAI as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, Vue, Redux. Knowledge of TypeScript, JavaScript, Sass is a plus."
Backend Developer,Infosys,Pune,Mid Level,2025-09-10,"Join Google as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Java, Go, API Design. Knowledge of SQL, Kubernetes, Teamwork is a plus."
ML Engineer,Microsoft,Hyderabad,Entry Level,2025-12-30,"Join Amazon as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Python, AWS, Spark. Knowledge of TensorFlow, PyTorch, Machine Learning, Docker is a plus."
Frontend Developer,TechGiant,Bangalore,Entry Level,2025-10-20,"Join Google as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, React, TypeScript. Knowledge of Vue, Communication is a plus."
Web Developer,Microsoft,Bangalore,Entry Level,2026-01-16,"Join StartupX as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Flask, React, JavaScript. Knowledge of CSS, HTML, Django, Agile is a plus."
Backend Developer,Google,Delhi,Senior Level,2026-03-22,"Join Google as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Go, Kubernetes, Java. Knowledge of SQL, Redis is a plus."
Backend Developer,TCS,Bangalore,Entry Level,2026-03-14,"Join TechGiant as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Go, SQL, Python. Knowledge of Redis, Kubernetes, API Design, Java is a plus."
ML Engineer,InnovateAI,Delhi,Senior Level,2025-04-06,"Join TCS as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Spark, Machine Learning. Knowledge of PyTorch, TensorFlow, Python, Docker, Communication is a plus."
Data Scientist,Infosys,Remote,Mid Level,2025-10-09,"Join TCS as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Pandas, Machine Learning. Knowledge of Scikit-Learn, Python, NLTK, Statistics, Agile is a plus."
DevOps Engineer,Microsoft,Remote,Mid Level,2025-10-15,"Join Infosys as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Jenkins, AWS, Kubernetes. Knowledge of Docker is a plus."
Backend Developer,TechGiant,Delhi,Entry Level,2026-01-17,"Join StartupX as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Python, Redis, API Design. Knowledge of Java, Go, SQL, Kubernetes, Communication is a plus."
Backend Developer,TechGiant,Remote,Senior Level,2025-11-29,"Join InnovateAI as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in API Design, Kubernetes, Java. Knowledge of Python, SQL, Redis is a plus."
Data Scientist,InnovateAI,Pune,Senior Level,2025-04-22,"Join Amazon as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in SQL, NLTK, Machine Learning. Knowledge of Scikit-Learn, Pandas, Statistics, Teamwork is a plus."
ML Engineer,InnovateAI,Mumbai,Entry Level,2025-04-25,"Join Infosys as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, TensorFlow, AWS. Knowledge of Spark, Python, PyTorch, Docker is a plus."
Backend Developer,Google,Delhi,Mid Level,2025-04-10,"Join Amazon as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Java, Python, Kubernetes. Knowledge of SQL, API Design, Redis, Go, Communication is a plus."
Data Scientist,Infosys,Bangalore,Mid Level,2026-03-13,"Join Infosys as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Statistics, NLTK, Pandas. Knowledge of Scikit-Learn is a plus."
Web Developer,TCS,Bangalore,Entry Level,2025-07-17,"Join Infosys as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, HTML, Flask. Knowledge of Node.js, React, Django, CSS, Communication is a plus."
DevOps Engineer,Google,Remote,Mid Level,2025-10-05,"Join Amazon as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Jenkins, CI/CD. Knowledge of AWS, Linux, Docker, Terraform is a plus."
Backend Developer,Amazon,Remote,Mid Level,2025-12-08,"Join StartupX as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Java, Redis, API Design. Knowledge of Go, Python, SQL, Teamwork is a plus."
DevOps Engineer,StartupX,Delhi,Senior Level,2026-03-11,"Join Amazon as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, AWS, Linux. Knowledge of Jenkins, Terraform, CI/CD, Agile is a plus."
DevOps Engineer,Amazon,Bangalore,Mid Level,2025-10-04,"Join TCS as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Linux, Terraform. Knowledge of Kubernetes, CI/CD, Docker, Jenkins, Agile is a plus."
ML Engineer,InnovateAI,Remote,Entry Level,2025-07-21,"Join StartupX as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in PyTorch, Python, AWS. Knowledge of TensorFlow, Docker, Agile is a plus."
DevOps Engineer,Amazon,Hyderabad,Entry Level,2025-11-07,"Join TechGiant as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Linux, CI/CD, AWS. Knowledge of Docker, Terraform, Agile is a plus."
ML Engineer,TechGiant,Mumbai,Entry Level,2025-10-06,"Join TechGiant as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Python, Docker. Knowledge of Spark, Machine Learning is a plus."
Frontend Developer,Google,Delhi,Senior Level,2026-03-11,"Join Microsoft as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Vue, JavaScript, Redux. Knowledge of TypeScript, React is a plus."
ML Engineer,Amazon,Remote,Entry Level,2025-11-11,"Join Google as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Python, TensorFlow, Spark. Knowledge of Docker, Agile is a plus."
DevOps Engineer,TechGiant,Bangalore,Entry Level,2025-05-17,"Join TCS as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, CI/CD, Jenkins. Knowledge of Kubernetes, Terraform, Linux, Teamwork is a plus."
Frontend Developer,TCS,Pune,Entry Level,2025-04-30,"Join Microsoft as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, Redux, TypeScript. Knowledge of Vue, JavaScript, Sass, Agile is a plus."
Data Scientist,Amazon,Hyderabad,Entry Level,2026-01-14,"Join Amazon as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Pandas, Statistics, NLTK. Knowledge of Machine Learning, Python, Scikit-Learn, SQL is a plus."
DevOps Engineer,Microsoft,Mumbai,Entry Level,2025-04-07,"Join Infosys as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Docker, Terraform. Knowledge of Kubernetes, CI/CD, Jenkins, Linux, Teamwork is a plus."
Web Developer,TCS,Pune,Entry Level,2026-03-26,"Join TCS as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Flask, Node.js, CSS. Knowledge of HTML, Django, JavaScript, Agile is a plus."
Web Developer,TechGiant,Pune,Mid Level,2025-12-07,"Join Infosys as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Flask, CSS, Django. Knowledge of Node.js, React, HTML, Communication is a plus."
Web Developer,Microsoft,Mumbai,Entry Level,2025-10-28,"Join InnovateAI as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Node.js, Flask, React. Knowledge of CSS, HTML, Django, JavaScript, Teamwork is a plus."
Backend Developer,Infosys,Bangalore,Senior Level,2025-12-29,"Join StartupX as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, SQL, Go. Knowledge of Redis, Java, API Design is a plus."
Data Scientist,InnovateAI,Hyderabad,Senior Level,2025-11-28,"Join Infosys as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Statistics, Scikit-Learn, NLTK. Knowledge of Python, SQL, Pandas is a plus."
Data Scientist,TechGiant,Hyderabad,Senior Level,2026-01-03,"Join Google as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Statistics, NLTK. Knowledge of Pandas, Scikit-Learn is a plus."
Web Developer,TCS,Bangalore,Entry Level,2025-10-12,"Join TCS as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, React, Django. Knowledge of HTML, CSS, Flask, Node.js is a plus."
Web Developer,Amazon,Hyderabad,Mid Level,2025-11-01,"Join Google as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, Node.js, Django. Knowledge of Flask, CSS, React, HTML, Agile is a plus."
Web Developer,Google,Pune,Senior Level,2025-06-18,"Join TechGiant as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in HTML, CSS, JavaScript. Knowledge of Django, Node.js is a plus."
Backend Developer,InnovateAI,Hyderabad,Senior Level,2025-12-07,"Join InnovateAI as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Go, Python, Kubernetes. Knowledge of SQL, Java, API Design is a plus."
Data Scientist,InnovateAI,Hyderabad,Mid Level,2025-05-22,"Join Amazon as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Statistics, Scikit-Learn, SQL. Knowledge of Pandas, NLTK, Teamwork is a plus."
Backend Developer,TechGiant,Remote,Entry Level,2025-07-26,"Join Infosys as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Python, SQL, Kubernetes. Knowledge of Go, Java, Redis is a plus."
Data Scientist,Infosys,Delhi,Senior Level,2025-06-24,"Join Microsoft as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Pandas, Machine Learning, Statistics. Knowledge of SQL, Teamwork is a plus."
Backend Developer,Microsoft,Remote,Mid Level,2025-09-30,"Join Infosys as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Go, API Design, Python. Knowledge of SQL, Java, Kubernetes, Communication is a plus."
DevOps Engineer,Google,Mumbai,Entry Level,2026-03-02,"Join TechGiant as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Jenkins, Docker. Knowledge of AWS is a plus."
Frontend Developer,TechGiant,Delhi,Mid Level,2025-04-03,"Join TechGiant as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, JavaScript, React. Knowledge of Redux, Teamwork is a plus."
DevOps Engineer,Microsoft,Bangalore,Senior Level,2026-01-13,"Join TCS as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Terraform, Docker, Linux. Knowledge of Kubernetes, Jenkins, CI/CD, Agile is a plus."
DevOps Engineer,Microsoft,Pune,Mid Level,2025-12-25,"Join TechGiant as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Terraform, Jenkins, Linux. Knowledge of Docker, CI/CD, Kubernetes, Agile is a plus."
Data Scientist,Google,Mumbai,Entry Level,2025-08-17,"Join StartupX as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Scikit-Learn, Statistics, Pandas. Knowledge of NLTK is a plus."
ML Engineer,TCS,Delhi,Mid Level,2025-06-27,"Join Microsoft as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Python, PyTorch. Knowledge of Machine Learning, TensorFlow, Communication is a plus."
ML Engineer,Amazon,Bangalore,Senior Level,2025-12-02,"Join TCS as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in PyTorch, Docker, AWS. Knowledge of TensorFlow, Python, Spark, Machine Learning is a plus."
Data Scientist,TCS,Hyderabad,Entry Level,2025-08-29,"Join Google as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Statistics, Machine Learning, Pandas. Knowledge of NLTK, SQL is a plus."
Frontend Developer,StartupX,Delhi,Senior Level,2025-11-01,"Join Google as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, Vue, JavaScript. Knowledge of React, Sass, Redux, Communication is a plus."
ML Engineer,TCS,Remote,Entry Level,2025-12-28,"Join TCS as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in TensorFlow, Python, Spark. Knowledge of AWS, Docker, Machine Learning, PyTorch, Agile is a plus."
Frontend Developer,InnovateAI,Remote,Mid Level,2025-05-19,"Join InnovateAI as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, Sass, React. Knowledge of Vue, TypeScript, Redux, Agile is a plus."
Backend Developer,StartupX,Pune,Entry Level,2026-01-31,"Join InnovateAI as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Python, API Design, SQL. Knowledge of Kubernetes, Redis, Go, Java, Teamwork is a plus."
ML Engineer,Amazon,Pune,Entry Level,2026-03-19,"Join Google as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Spark, Docker, PyTorch. Knowledge of Machine Learning, TensorFlow, Python, AWS is a plus."
DevOps Engineer,Infosys,Bangalore,Mid Level,2026-03-08,"Join Amazon as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Terraform, Kubernetes, Linux. Knowledge of Jenkins, Communication is a plus."
Frontend Developer,TCS,Pune,Mid Level,2025-07-24,"Join Amazon as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, Redux, Sass. Knowledge of React, TypeScript is a plus."
Web Developer,Google,Delhi,Entry Level,2025-09-10,"Join TCS as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Flask, Node.js, CSS. Knowledge of React, JavaScript, HTML, Django, Teamwork is a plus."
Data Scientist,Google,Pune,Mid Level,2026-01-14,"Join Google as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Scikit-Learn, Pandas, SQL. Knowledge of Python, Communication is a plus."
DevOps Engineer,Google,Mumbai,Mid Level,2025-04-09,"Join Amazon as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Jenkins, Docker, Kubernetes. Knowledge of CI/CD, Linux, Agile is a plus."
Data Scientist,Infosys,Hyderabad,Mid Level,2025-06-09,"Join Amazon as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in NLTK, Pandas, Machine Learning. Knowledge of Statistics, Python, Scikit-Learn, SQL, Communication is a plus."
ML Engineer,TechGiant,Hyderabad,Mid Level,2025-05-31,"Join Amazon as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, PyTorch, Python. Knowledge of AWS, Spark, TensorFlow is a plus."
DevOps Engineer,Google,Mumbai,Entry Level,2026-02-20,"Join TCS as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Docker, Terraform. Knowledge of Kubernetes, Linux, CI/CD is a plus."
Web Developer,TCS,Delhi,Senior Level,2025-06-15,"Join Infosys as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, HTML, Django. Knowledge of CSS, Flask, Node.js, JavaScript is a plus."
Data Scientist,Infosys,Pune,Senior Level,2025-12-01,"Join TechGiant as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Python, NLTK, Machine Learning. Knowledge of Pandas, Statistics, Scikit-Learn is a plus."
ML Engineer,Microsoft,Mumbai,Entry Level,2026-01-21,"Join InnovateAI as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in TensorFlow, Spark, Docker. Knowledge of Python, Communication is a plus."
Web Developer,TechGiant,Pune,Mid Level,2025-10-29,"Join Microsoft as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, Flask, JavaScript. Knowledge of Django, HTML, CSS, Node.js is a plus."
ML Engineer,TCS,Pune,Senior Level,2025-11-07,"Join StartupX as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in PyTorch, AWS, Python. Knowledge of Docker, TensorFlow, Spark, Teamwork is a plus."
Backend Developer,Microsoft,Delhi,Mid Level,2025-06-13,"Join InnovateAI as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Python, Kubernetes, Go. Knowledge of Java, Teamwork is a plus."
ML Engineer,Microsoft,Pune,Entry Level,2025-11-25,"Join Google as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, TensorFlow, PyTorch. Knowledge of Python, Agile is a plus."
Backend Developer,Google,Mumbai,Mid Level,2026-01-12,"Join StartupX as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Java, Go, Redis. Knowledge of Python, SQL, API Design is a plus."
Data Scientist,TechGiant,Pune,Mid Level,2025-09-09,"Join InnovateAI as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Python, NLTK, Statistics. Knowledge of Pandas is a plus."
Data Scientist,InnovateAI,Delhi,Entry Level,2025-07-28,"Join TechGiant as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Statistics, SQL, Python. Knowledge of NLTK, Pandas, Scikit-Learn, Machine Learning, Teamwork is a plus."
ML Engineer,Microsoft,Hyderabad,Entry Level,2025-04-28,"Join Amazon as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, TensorFlow, Spark. Knowledge of AWS, Python is a plus."
ML Engineer,InnovateAI,Hyderabad,Mid Level,2025-06-21,"Join Amazon as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Python, TensorFlow, PyTorch. Knowledge of Machine Learning, Spark, AWS, Docker, Communication is a plus."
DevOps Engineer,Microsoft,Remote,Entry Level,2025-05-02,"Join StartupX as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in CI/CD, AWS, Jenkins. Knowledge of Docker, Agile is a plus."
Data Scientist,Amazon,Bangalore,Mid Level,2025-11-20,"Join Microsoft as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Pandas, Statistics, SQL. Knowledge of Scikit-Learn is a plus."
Backend Developer,InnovateAI,Pune,Entry Level,2025-07-31,"Join Microsoft as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Java, Kubernetes, Python. Knowledge of API Design, SQL, Redis, Go, Agile is a plus."
Frontend Developer,Infosys,Mumbai,Entry Level,2026-02-15,"Join TCS as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, Redux, Sass. Knowledge of TypeScript, Vue, React is a plus."
Web Developer,Infosys,Remote,Mid Level,2025-06-04,"Join Microsoft as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in HTML, Node.js, React. Knowledge of CSS, Communication is a plus."
Backend Developer,Microsoft,Delhi,Entry Level,2025-12-27,"Join StartupX as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, API Design, Redis. Knowledge of SQL, Python, Teamwork is a plus."
Backend Developer,TechGiant,Mumbai,Senior Level,2025-09-18,"Join Microsoft as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Java, SQL, API Design. Knowledge of Go, Redis, Kubernetes, Python is a plus."
DevOps Engineer,Infosys,Pune,Senior Level,2025-08-16,"Join TechGiant as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Terraform, Linux, AWS. Knowledge of CI/CD, Jenkins, Teamwork is a plus."
Data Scientist,InnovateAI,Mumbai,Mid Level,2026-03-13,"Join StartupX as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Scikit-Learn, NLTK, Pandas. Knowledge of Python, Machine Learning is a plus."
ML Engineer,Microsoft,Pune,Senior Level,2026-01-30,"Join TechGiant as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in TensorFlow, Spark, Machine Learning. Knowledge of AWS, Python is a plus."
Data Scientist,InnovateAI,Remote,Senior Level,2026-02-22,"Join TCS as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, Statistics, Scikit-Learn. Knowledge of NLTK, SQL, Python, Pandas, Teamwork is a plus."
Data Scientist,Microsoft,Bangalore,Entry Level,2025-08-06,"Join StartupX as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Statistics, Pandas, NLTK. Knowledge of Scikit-Learn, Python is a plus."
Frontend Developer,TechGiant,Bangalore,Entry Level,2025-11-28,"Join Google as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Sass, JavaScript, Vue. Knowledge of TypeScript, Communication is a plus."
Data Scientist,TCS,Hyderabad,Entry Level,2025-10-12,"Join TechGiant as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Pandas, NLTK, Python. Knowledge of Statistics, Agile is a plus."
Frontend Developer,Google,Bangalore,Mid Level,2025-10-29,"Join TCS as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, React, Sass. Knowledge of Vue, Teamwork is a plus."
Frontend Developer,TCS,Mumbai,Mid Level,2025-07-01,"Join Microsoft as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, React, Redux. Knowledge of Sass, Vue, TypeScript, Teamwork is a plus."
Web Developer,Infosys,Remote,Entry Level,2025-07-01,"Join InnovateAI as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, HTML, Node.js. Knowledge of CSS, Django, Flask, React, Agile is a plus."
ML Engineer,Infosys,Pune,Mid Level,2025-11-07,"Join TechGiant as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Spark, PyTorch. Knowledge of Machine Learning, Docker, Python, Teamwork is a plus."
Web Developer,Google,Hyderabad,Mid Level,2025-07-17,"Join InnovateAI as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, CSS, Django. Knowledge of Flask, React, Node.js, HTML, Teamwork is a plus."
Web Developer,Microsoft,Delhi,Senior Level,2025-06-11,"Join TechGiant as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, Node.js, Flask. Knowledge of React, HTML, CSS, Teamwork is a plus."
Data Scientist,TCS,Hyderabad,Senior Level,2025-04-20,"Join InnovateAI as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Statistics, Pandas. Knowledge of Scikit-Learn, Python, Machine Learning, NLTK, Communication is a plus."
Data Scientist,StartupX,Bangalore,Mid Level,2025-12-06,"Join StartupX as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Scikit-Learn, Statistics, NLTK. Knowledge of Machine Learning is a plus."
Data Scientist,Amazon,Bangalore,Mid Level,2025-12-03,"Join TechGiant as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, NLTK, SQL. Knowledge of Scikit-Learn, Pandas is a plus."
Data Scientist,StartupX,Hyderabad,Mid Level,2025-09-23,"Join Microsoft as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Pandas, Statistics. Knowledge of Machine Learning, Scikit-Learn, Agile is a plus."
Backend Developer,Amazon,Delhi,Mid Level,2026-01-17,"Join TechGiant as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Go, Java. Knowledge of Redis, Python, Kubernetes, API Design is a plus."
DevOps Engineer,Microsoft,Hyderabad,Senior Level,2025-08-09,"Join StartupX as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, CI/CD, Kubernetes. Knowledge of AWS, Jenkins, Terraform, Teamwork is a plus."
DevOps Engineer,Microsoft,Pune,Senior Level,2026-02-10,"Join InnovateAI as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Terraform, Jenkins, Linux. Knowledge of Docker, CI/CD, AWS, Kubernetes is a plus."
Frontend Developer,StartupX,Mumbai,Entry Level,2026-03-12,"Join Microsoft as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, Sass, JavaScript. Knowledge of Vue, React, Redux is a plus."
DevOps Engineer,TCS,Delhi,Senior Level,2025-07-21,"Join TechGiant as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Jenkins, Linux. Knowledge of AWS, Teamwork is a plus."
Backend Developer,TCS,Hyderabad,Entry Level,2025-09-29,"Join Infosys as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Python, Go. Knowledge of Java, Agile is a plus."
Frontend Developer,Google,Bangalore,Entry Level,2025-09-01,"Join TCS as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, Redux, React. Knowledge of TypeScript, Agile is a plus."
Backend Developer,InnovateAI,Bangalore,Senior Level,2025-11-28,"Join Infosys as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Java, Kubernetes, Python. Knowledge of API Design, Communication is a plus."
ML Engineer,StartupX,Hyderabad,Senior Level,2025-07-30,"Join Infosys as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in PyTorch, Docker, TensorFlow. Knowledge of Python, Machine Learning, AWS, Spark is a plus."
DevOps Engineer,Infosys,Bangalore,Senior Level,2025-04-02,"Join InnovateAI as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, Kubernetes, CI/CD. Knowledge of AWS, Teamwork is a plus."
Web Developer,Infosys,Remote,Mid Level,2025-12-11,"Join InnovateAI as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in CSS, JavaScript, Node.js. Knowledge of HTML, React is a plus."
DevOps Engineer,Microsoft,Remote,Entry Level,2025-10-28,"Join TCS as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, Kubernetes, Jenkins. Knowledge of Linux, Terraform is a plus."
Backend Developer,Infosys,Remote,Senior Level,2026-02-01,"Join Google as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in API Design, SQL, Python. Knowledge of Go, Java, Redis, Kubernetes is a plus."
Backend Developer,StartupX,Remote,Mid Level,2025-12-27,"Join Microsoft as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Go, Java, Python. Knowledge of SQL, Redis, Kubernetes, Teamwork is a plus."
Backend Developer,Microsoft,Hyderabad,Senior Level,2026-03-03,"Join Amazon as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Kubernetes, Redis. Knowledge of Python, Agile is a plus."
